-0.41000393,0.00300175,-0.00000000,-0.00072808,0.11392035,-0.36701333,0.03952514,0.24699940,0.09984219,0.07086574,0.00031847,-0.04601890,0.30410734,-0.02717036,0.11110497,-0.17367709,-0.18213072,-0.23057885,-0.29971514,0.34166651,0.02030829,0.00792887,-0.38576145,0.00000000,0.00644509,-0.03363539,-0.07130240,-0.22152242,0.15351824,-0.25253946,-0.20884821,0.45655992,0.08002743,0.09892164,0.02507182,-0.20287789,0.27632043,0.00000000,-0.10209004,-0.30983052,-0.00008418,-0.03870115,0.00000000,-0.00745349,-0.22038375,-0.24934556,0.02569065,0.03764225,-0.27000664,0.08647252,-0.16748412,0.02872714,0.40491000,-0.28931895,-0.06740943,0.02082058,0.31526267,0.00001505,0.01400240,0.20426920,-0.43441590,-0.24394000,0.29981580,0.08437851
0.21915700,0.06688915,-0.00000000,-0.00008375,-0.44657267,0.21744082,0.17657804,-0.36426840,-0.11410867,-0.19943395,0.00000000,-0.00000004,-0.13735502,0.01142503,-0.26385502,-0.00462882,0.11724137,0.26488016,0.25688623,-0.20411704,-0.17310680,-0.00001105,0.27270076,-0.00000000,-0.00000000,-0.00576530,0.16898323,0.24039975,0.01579615,0.34687456,0.14686101,-0.45070492,-0.05409195,-0.30355989,-0.19671402,0.25835092,-0.29000542,0.00000000,0.17799246,0.40269284,-0.00000066,0.05008719,-0.00000000,-0.02404248,0.41518295,0.25135201,0.12161436,-0.20333891,0.16898380,-0.13781612,-0.00537369,-0.10564839,-0.26877739,0.29454192,-0.00682783,-0.09205297,-0.30368584,0.00000043,0.00000000,-0.03814794,0.43267855,0.27980372,-0.09867415,0.02775983
0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000
0.16621323,0.06363419,0.00000000,-0.00048487,0.11145563,0.18041374,0.02124044,0.00932588,0.10856952,0.01797193,-0.00291331,-0.00000071,0.03838774,-0.14092604,0.01032475,0.10998231,0.10642337,0.08059379,0.18037186,-0.26206480,-0.02163937,-0.00690128,0.03047176,-0.00000000,-0.00158595,-0.02082387,0.01224150,0.17790379,0.04366251,0.09373821,0.14366465,-0.00238708,0.05009360,-0.01015009,0.05645164,-0.00884209,0.00161283,0.00000000,0.18722188,-0.11239008,-0.00071875,-0.00425608,0.00000000,-0.01247083,-0.05785092,0.05637176,0.09676726,0.32784921,-0.03079703,0.03271408,0.09014139,0.13668907,-0.03408627,0.06011046,-0.02634042,0.02650217,-0.03684081,-0.00000000,0.00000119,0.00729649,0.02618810,0.01606478,0.11725399,-0.03679272
0.12073388,-0.06287509,-0.00000000,-0.00194267,-0.11803810,0.18138531,0.19930054,-0.08525920,-0.09559294,0.06314428,0.00381478,0.06938830,0.01612718,0.05061876,0.10978423,-0.13150299,0.04981536,0.21388450,0.13769292,0.02718095,0.01885702,-0.04640073,0.08793188,0.00000000,-0.02570108,0.01141422,0.13156792,-0.03446748,0.04458797,0.00372464,0.07907014,-0.08592787,0.01533579,0.11707741,-0.05700409,0.17123103,0.17840539,-0.00000000,-0.01945010,0.20469992,0.00462887,-0.00143948,0.00000000,-0.01441337,0.20961438,-0.06764171,-0.00955544,0.02469989,-0.13031100,0.06159673,-0.05365608,0.17136578,-0.02309390,0.14177250,0.00102532,-0.08883037,-0.14965931,-0.00002849,-0.00948931,0.17330395,0.22745848,0.06776639,0.01539946,-0.15723083
-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000
-0.36069063,0.32661362,-0.00000000,-0.00219660,-0.40488970,-0.26378798,0.32858456,0.44109812,0.31093197,0.30770391,0.00000073,0.02384386,0.47359965,-0.12512037,0.58437799,0.15670322,-0.10854129,0.04228184,-0.45930420,0.16161185,0.50105464,0.00105042,-0.38905994,-0.00000000,-0.00096221,-0.01236011,-0.36241036,-0.24994900,0.23474351,-0.37676310,-0.33647720,0.48299073,0.10744553,-0.32889302,-0.37161593,-0.26613199,0.48500024,-0.00000000,0.19935395,-0.51604180,-0.00011841,-0.01573881,0.00000000,0.00088564,-0.47988405,-0.52471642,-0.23350369,-0.09279640,-0.37537523,0.05494622,-0.08044048,0.43941298,0.47989457,-0.36146748,-0.02665599,-0.03334454,-0.13898504,-0.00000000,-0.00000000,0.42005422,-0.40585272,-0.22609119,0.52036639,-0.18208575
0.04099949,-0.12003037,-0.00000000,-0.00056608,0.03889337,0.05838081,0.17202574,-0.13386772,0.18896155,-0.07013524,0.00768695,-0.06113263,-0.14422939,0.16653554,-0.10801362,0.04800164,0.07249177,0.02794376,0.06459930,0.07750894,-0.17309450,0.04003729,0.20572510,0.00000000,-0.11102146,0.01824084,0.02894405,0.03776758,-0.11956649,0.07297964,-0.03633707,-0.00842817,0.11219623,-0.05512777,0.01752548,0.23554004,0.04142735,-0.00000000,-0.00363648,0.14017639,-0.01160510,0.00665008,0.00000000,-0.02275952,0.21440035,-0.00437805,0.09779714,0.11539605,0.10588692,-0.06766573,0.09683156,-0.06744367,-0.09795429,0.22848796,-0.12377194,-0.14504088,0.16786861,-0.00329142,0.01661271,-0.04447253,0.05659956,-0.00307616,-0.05633318,0.18910173
