0.52991763,-0.46395025,0.12801535
-0.37774540,-0.52507610,0.48694440
0.00000000,-0.00000000,0.00000000
-0.02087671,0.00166572,0.03513360
-0.53638513,0.38962603,-0.17818667
0.52946665,-0.19013983,-0.78360587
0.02692500,-0.45638588,0.30159297
-0.64227282,-0.05466972,0.32937142
-0.58390637,-0.39967098,0.76449273
-0.36984353,-0.50532723,0.21812259
-0.00866153,0.00001815,-0.01252254
0.04769854,-0.15398907,-0.01853832
-0.56493566,0.02661964,0.73461434
-0.00888125,0.42983527,-0.25393223
-0.70482110,-0.28414824,0.35166308
-0.09041846,-0.31261070,0.00128599
0.02783357,-0.41012607,-0.13542107
0.32624672,-0.26224512,0.13459860
0.24913011,0.04473273,-0.50359965
-0.49181319,0.19709929,0.06753947
-0.53377000,-0.33216455,0.59105282
-0.00700542,0.04824728,-0.02205930
0.51825820,-0.17603813,-0.17687429
-0.00000000,0.00000000,-0.00000000
-0.09335201,0.01819527,0.07519845
0.05172630,0.00146531,0.01027695
-0.02342599,0.27183338,-0.44928721
0.63612160,0.18780299,-0.42942013
-0.23136942,-0.44073323,0.20428769
0.30927288,0.24960612,-0.52382557
0.17361723,0.38767635,-0.64626217
-0.49784375,0.32003853,0.20666317
-0.24321468,0.24554263,-0.09070160
-0.68652726,0.27119968,-0.27511235
-0.56039663,0.20281227,-0.25244650
0.35352479,0.40643580,-0.36228244
-0.46118799,0.00398878,0.60342377
0.00000000,0.00000000,-0.00000000
0.12936554,-0.25949477,0.45587946
0.54368300,-0.16441725,-0.13137919
0.00000071,0.00000000,0.00000000
0.00599163,-0.02820540,-0.00753645
0.00000000,0.00000000,-0.00000000
0.01055485,-0.00876279,-0.00289402
0.37611593,-0.38823400,0.08640952
0.63976943,-0.30991820,-0.19550529
-0.17044427,-0.01744672,-0.43508864
-0.63093442,-0.28657461,0.76488235
0.29075922,-0.33837071,0.06635046
-0.29552491,-0.23018826,0.11057429
0.10150949,0.35361894,-0.30199922
0.02870439,-0.19240510,0.57592858
-0.67546111,0.18081003,0.31696149
0.64219645,-0.36864730,-0.23504784
-0.05506735,-0.02062677,-0.08543578
-0.18987016,0.01603926,-0.06799368
-0.47218770,0.12435907,-0.31242011
-0.00000000,0.00000000,0.00000000
-0.00119308,0.00000000,-0.00106266
-0.01245867,-0.19898237,0.34811074
0.44059348,-0.11523782,-0.76245375
0.46597222,0.06440610,-0.80398899
-0.57075953,0.07582121,0.56532374
-0.36026985,0.39046351,-0.25021809
